Source,Target,Weight
al-Hijrah,Sikkah,10.688556729986537
al-Hijrah,Masafer Yatta,16.954160842295945
al-Hijrah,al-Fawar R.C.,1.4830139752006122
Birin,Tarqumya,17.392018610801053
Birin,Zif,2.5911981200736687
Birin,Hebron,6.622387866224861
Birin,Suba,32.99922182794396
Birin,al-'Arrub R.C.,14.329015845911899
Birin,Idhna,18.471675404311245
Birin,al-Hijrah,8.727882502351196
Birin,a-Dhahiriyah,18.39824121885373
Birin,al-Baq'ah (Hebron),5.61650764714822
Birin,Kh. Tatrit ('Arab al-Freijat),26.068957779072772
Birin,a-Ramadin,25.74324620624464
Birin,Deir Samit,16.853149152321425
Birin,Kh. Iqteit,26.47507609309643
Birin,Kh. Ma'in,8.885382779524875
Birin,a-Zuweidin,7.75047531893985
Birin,Kharas,16.95971590089008
Birin,Beit Ula,16.834696976103228
Birin,al-Mufaqarah,9.492388833270825
Birin,al-Buweib,7.880552942130578
Birin,Masafer Bani Na'im (Khallet al-Masafer),9.679516335611737
Birin,Qalqas,5.260729961041549
Birin,Shuyukh al-'Arrub,9.848918365616512
Birin,Dura,11.542145979204747
Birin,a-Tuwani,8.28158008809254
Birin,Farsh al-Hawa,9.963840581469961
Birin,Um Lasafa,6.047817478912699
Birin,al-Jawaya,7.159043019350474
Birin,Bani Na'im,3.430967418003965
Birin,Beit 'Einun,8.724109520637754
Birin,a-Rifa'iya,4.555202233105755
Birin,Sa'ir,10.50987771819312
Birin,Khallet al-Mayah,4.654985920085816
Birin,Halhul,11.164960902361955
Birin,Beit Ummar,15.604425957314083
Birin,Beit Kahil,11.831293034754697
Birin,'Arab al-Fureijat,26.07676956702195
Birin,Far'a,14.110761413640315
Birin,al-Karmel,7.978905407188733
Birin,a-Samu',12.625355103693032
Birin,Kh. Susiya,10.223126545342348
Birin,Beit 'Awwa,18.884694468413503
Birin,Beit Mirsim,22.704868444925843
Birin,Yatta,7.301216452569475
Birin,al-Burj,23.42963535831128
Birin,Deir Razih,10.25048697402709
Birin,'Arab al-Freijat,26.077885228913846
Birin,Kh. a-Rahwah,23.357129950875393
Birin,Humsah,16.253876185670094
Birin,Sikkah,19.41639501598578
Birin,Masafer Yatta,12.371089806317455
Birin,al-Fawar R.C.,7.885511221474886
a-Dhahiriyah,Tarqumya,20.27697269574524
a-Dhahiriyah,Zif,16.55112490153101
a-Dhahiriyah,Hebron,17.393281322934993
a-Dhahiriyah,Suba,43.84552803001698
a-Dhahiriyah,al-'Arrub R.C.,27.72474333004138
a-Dhahiriyah,Idhna,17.421499395008368
a-Dhahiriyah,al-Hijrah,11.526695661830283
a-Dhahiriyah,Birin,18.39824121885373
a-Dhahiriyah,al-Baq'ah (Hebron),19.71369171064405
a-Dhahiriyah,Kh. Tatrit ('Arab al-Freijat),8.056955000660153
a-Dhahiriyah,a-Ramadin,7.3513521897807195
a-Dhahiriyah,Deir Samit,12.278215534883914
a-Dhahiriyah,Kh. Iqteit,9.231278064307553
a-Dhahiriyah,Kh. Ma'in,14.915236646027964
a-Dhahiriyah,a-Zuweidin,22.744812709836875
a-Dhahiriyah,Kharas,23.285680846025542
a-Dhahiriyah,Beit Ula,21.355833003128037
a-Dhahiriyah,al-Mufaqarah,16.616581226383133
a-Dhahiriyah,al-Buweib,11.326170399270804
a-Dhahiriyah,Masafer Bani Na'im (Khallet al-Masafer),27.543387774222065
a-Dhahiriyah,Qalqas,14.399323635677968
a-Dhahiriyah,Shuyukh al-'Arrub,24.79392664177541
a-Dhahiriyah,Dura,11.481518318964048
a-Dhahiriyah,a-Tuwani,16.909762470120533
a-Dhahiriyah,Farsh al-Hawa,19.378972512762054
a-Dhahiriyah,Um Lasafa,17.84830777568675
a-Dhahiriyah,al-Jawaya,16.77069088519988
a-Dhahiriyah,Bani Na'im,21.350028028396572
a-Dhahiriyah,Beit 'Einun,22.359133385407315
a-Dhahiriyah,a-Rifa'iya,17.26914450193959
a-Dhahiriyah,Sa'ir,24.8192047426377
a-Dhahiriyah,Khallet al-Mayah,16.357359268280938
a-Dhahiriyah,Halhul,22.115905808702095
a-Dhahiriyah,Beit Ummar,26.410614713114278
a-Dhahiriyah,Beit Kahil,19.781962913406662
a-Dhahiriyah,'Arab al-Fureijat,8.057751961212949
a-Dhahiriyah,Far'a,15.389727115867505
a-Dhahiriyah,al-Karmel,14.860484429931242
a-Dhahiriyah,a-Samu',8.566054797608954
a-Dhahiriyah,Kh. Susiya,12.661400600100174
a-Dhahiriyah,Beit 'Awwa,10.912063006850765
a-Dhahiriyah,Beit Mirsim,7.742994707036627
a-Dhahiriyah,Yatta,11.441104434967826
a-Dhahiriyah,al-Burj,7.396350678594988
a-Dhahiriyah,Deir Razih,9.228932630656091
a-Dhahiriyah,'Arab al-Freijat,8.079495496620213
a-Dhahiriyah,Kh. a-Rahwah,5.7678716576951174
a-Dhahiriyah,Humsah,13.477531151054283
a-Dhahiriyah,Sikkah,9.454343111028383
a-Dhahiriyah,Masafer Yatta,19.7229021964264
a-Dhahiriyah,al-Fawar R.C.,11.331590979834196
al-Baq'ah (Hebron),Tarqumya,12.599384275875078
al-Baq'ah (Hebron),Zif,7.711900457563135
al-Baq'ah (Hebron),Hebron,2.7555655786853213
al-Baq'ah (Hebron),Suba,27.745107037275766
al-Baq'ah (Hebron),al-'Arrub R.C.,9.257063578685562
al-Baq'ah (Hebron),Idhna,14.524590984785544
al-Baq'ah (Hebron),al-Hijrah,8.284183139558564
al-Baq'ah (Hebron),Birin,5.61650764714822
al-Baq'ah (Hebron),a-Dhahiriyah,19.71369171064405
al-Baq'ah (Hebron),Kh. Tatrit ('Arab al-Freijat),27.75028897654312
al-Baq'ah (Hebron),a-Ramadin,26.912996839220135
al-Baq'ah (Hebron),Deir Samit,14.358070999195478
al-Baq'ah (Hebron),Kh. Iqteit,26.43851215933111
al-Baq'ah (Hebron),Kh. Ma'in,13.987249105871621
al-Baq'ah (Hebron),a-Zuweidin,12.930058718446896
al-Baq'ah (Hebron),Kharas,11.552799402543265
al-Baq'ah (Hebron),Beit Ula,11.749117897792127
al-Baq'ah (Hebron),al-Mufaqarah,14.878805099875068
al-Baq'ah (Hebron),al-Buweib,8.415946984430676
al-Baq'ah (Hebron),Masafer Bani Na'im (Khallet al-Masafer),12.632543300220293
al-Baq'ah (Hebron),Qalqas,5.471571837643019
al-Baq'ah (Hebron),Shuyukh al-'Arrub,5.278285306865089
al-Baq'ah (Hebron),Dura,9.83221640084124
al-Baq'ah (Hebron),a-Tuwani,13.728468428366902
al-Baq'ah (Hebron),Farsh al-Hawa,4.762253151375064
al-Baq'ah (Hebron),Um Lasafa,11.623900326973517
al-Baq'ah (Hebron),al-Jawaya,12.5999987830376
al-Baq'ah (Hebron),Bani Na'im,4.400265081822864
al-Baq'ah (Hebron),Beit 'Einun,3.3499739844256644
al-Baq'ah (Hebron),a-Rifa'iya,10.071479328160166
al-Baq'ah (Hebron),Sa'ir,5.600964096729105
al-Baq'ah (Hebron),Khallet al-Mayah,9.978374178988567
al-Baq'ah (Hebron),Halhul,5.552520405408558
al-Baq'ah (Hebron),Beit Ummar,10.04325003205869
al-Baq'ah (Hebron),Beit Kahil,6.650893165139856
al-Baq'ah (Hebron),'Arab al-Fureijat,27.752701682291715
al-Baq'ah (Hebron),Far'a,10.49929643317231
al-Baq'ah (Hebron),al-Karmel,13.05344756605508
al-Baq'ah (Hebron),a-Samu',16.123713886679884
al-Baq'ah (Hebron),Kh. Susiya,14.807903993916906
al-Baq'ah (Hebron),Beit 'Awwa,16.90668612215415
al-Baq'ah (Hebron),Beit Mirsim,22.133330152827387
al-Baq'ah (Hebron),Yatta,10.55939388410547
al-Baq'ah (Hebron),al-Burj,23.140884852683822
al-Baq'ah (Hebron),Deir Razih,10.522223916280884
al-Baq'ah (Hebron),'Arab al-Freijat,27.769704002354217
al-Baq'ah (Hebron),Kh. a-Rahwah,25.248781520263133
al-Baq'ah (Hebron),Humsah,13.347220098654855
al-Baq'ah (Hebron),Sikkah,17.91928113464126
al-Baq'ah (Hebron),Masafer Yatta,17.951287392035766
al-Baq'ah (Hebron),al-Fawar R.C.,8.408757331225122
Kh. Tatrit ('Arab al-Freijat),Tarqumya,27.45151438889086
Kh. Tatrit ('Arab al-Freijat),Zif,23.997421884886894
Kh. Tatrit ('Arab al-Freijat),Hebron,25.45019005823087
Kh. Tatrit ('Arab al-Freijat),Suba,51.40024606973364
Kh. Tatrit ('Arab al-Freijat),al-'Arrub R.C.,35.74090023587479
Kh. Tatrit ('Arab al-Freijat),Idhna,24.109404985584984
Kh. Tatrit ('Arab al-Freijat),al-Hijrah,19.58365023376408
Kh. Tatrit ('Arab al-Freijat),Birin,26.068957779072772
Kh. Tatrit ('Arab al-Freijat),a-Dhahiriyah,8.056955000660153
Kh. Tatrit ('Arab al-Freijat),al-Baq'ah (Hebron),27.75028897654312
Kh. Tatrit ('Arab al-Freijat),a-Ramadin,2.5730815079163363
Kh. Tatrit ('Arab al-Freijat),Deir Samit,19.06491084262934
Kh. Tatrit ('Arab al-Freijat),Kh. Iqteit,8.26383051271125
